Dates,Category,Descript,DayOfWeek,PdDistrict,Resolution,Address,X,Y
2003-03-07 02:00:00,NON-CRIMINAL,LOST PROPERTY,Friday,SOUTHERN,NONE,POWELL ST / MARKET ST,-122.407545855938,37.7844011794631
2003-03-07 02:00:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Friday,MISSION,NONE,300 Block of DOUGLASS ST,-122.43920985678899,37.758741238116606
2003-03-07 02:00:00,VEHICLE THEFT,"VEHICLE, RECOVERED, AUTO",Friday,MISSION,NONE,300 Block of DOUGLASS ST,-122.43920985678899,37.758741238116606
2003-03-07 01:54:00,DISORDERLY CONDUCT,COMMITTING PUBLIC NUISANCE,Friday,NORTHERN,"ARREST, BOOKED",POLK ST / SUTTER ST,-122.42012031921101,37.78775706021821
2003-03-07 01:54:00,OTHER OFFENSES,MISCELLANEOUS STATE MISDEMEANOR,Friday,NORTHERN,"ARREST, BOOKED",POLK ST / SUTTER ST,-122.42012031921101,37.78775706021821
2003-03-07 01:41:00,OTHER OFFENSES,TRAFFIC VIOLATION,Friday,PARK,"ARREST, CITED",ASHBURY ST / FELL ST,-122.447497699732,37.7727905081995
2003-03-07 01:41:00,OTHER OFFENSES,SPEEDING,Friday,PARK,"ARREST, CITED",ASHBURY ST / FELL ST,-122.447497699732,37.7727905081995
2003-03-07 01:32:00,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Friday,SOUTHERN,NONE,SHAW AL / MINNA ST,-122.398023280021,37.7885570916539
2003-03-07 01:30:00,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Friday,NORTHERN,NONE,400 Block of FELL ST,-122.42522553805401,37.7756912449511
2003-03-07 01:07:00,OTHER OFFENSES,TRAFFIC VIOLATION,Friday,PARK,"ARREST, CITED",1000 Block of HAIGHT ST,-122.43953831087099,37.770895722289794
2003-03-07 01:00:00,LARCENY/THEFT,GRAND THEFT FROM A BUILDING,Friday,SOUTHERN,NONE,100 Block of 3RD ST,-122.400916029025,37.7854574902997
2003-03-07 00:45:00,SEX OFFENSES FORCIBLE,ORAL COPULATION,Friday,INGLESIDE,"ARREST, BOOKED",100 Block of EDNA ST,-122.44648797207,37.727877714285604
2003-03-07 00:45:00,SEX OFFENSES FORCIBLE,"FORCIBLE RAPE, BODILY FORCE",Friday,INGLESIDE,"ARREST, BOOKED",100 Block of EDNA ST,-122.44648797207,37.727877714285604
2003-03-07 00:30:00,LARCENY/THEFT,GRAND THEFT PURSESNATCH,Friday,NORTHERN,NOT PROSECUTED,2000 Block of SACRAMENTO ST,-122.42662987330799,37.7907144332166
2003-03-07 00:30:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Friday,NORTHERN,NONE,300 Block of FULTON ST,-122.422558408222,37.7789043433116
2003-03-07 00:30:00,VEHICLE THEFT,"VEHICLE, RECOVERED, AUTO",Friday,NORTHERN,NONE,300 Block of FULTON ST,-122.422558408222,37.7789043433116
2003-03-07 00:30:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Friday,TARAVAL,NONE,0 Block of CUTLER AV,-122.505843330196,37.7369900351891
2003-03-07 00:25:00,SECONDARY CODES,GANG ACTIVITY,Friday,MISSION,"ARREST, BOOKED",600 Block of VALENCIA ST,-122.421747650463,37.7627436601147
2003-03-07 00:25:00,VANDALISM,DESTROYING JAIL PROPERTY-$200 OR UNDER,Friday,MISSION,"ARREST, BOOKED",600 Block of VALENCIA ST,-122.421747650463,37.7627436601147
2003-03-07 00:22:00,WARRANTS,WARRANT ARREST,Friday,INGLESIDE,"ARREST, BOOKED",DOLORES ST / 30TH ST,-122.424233082454,37.742236668294
2003-03-07 00:22:00,WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,Friday,INGLESIDE,"ARREST, BOOKED",DOLORES ST / 30TH ST,-122.424233082454,37.742236668294
2003-03-07 00:21:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Friday,SOUTHERN,NONE,1200 Block of MISSION ST,-122.413583483648,37.7770436202636
2003-03-07 00:20:00,ROBBERY,ATTEMPTED ROBBERY WITH BODILY FORCE,Friday,SOUTHERN,"ARREST, BOOKED",0 Block of 6TH ST,-122.40901120663901,37.7811340568243
2003-03-07 00:20:00,ASSAULT,AGGRAVATED ASSAULT WITH BODILY FORCE,Friday,SOUTHERN,"ARREST, BOOKED",0 Block of 6TH ST,-122.40901120663901,37.7811340568243
2003-03-07 00:19:00,DRIVING UNDER THE INFLUENCE,DRIVING WHILE UNDER THE INFLUENCE OF ALCOHOL,Friday,MISSION,"ARREST, BOOKED",19TH ST / FLORIDA ST,-122.410964638354,37.760428453944
2003-03-07 00:19:00,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Friday,MISSION,"ARREST, BOOKED",19TH ST / FLORIDA ST,-122.410964638354,37.760428453944
2003-03-07 00:16:00,ASSAULT,BATTERY,Friday,TARAVAL,NONE,RALSTON ST / HOLLOWAY AV,-122.468971568739,37.7216480033879
2003-03-07 00:15:00,ASSAULT,ASSAULT,Friday,INGLESIDE,NONE,200 Block of JUDSON AV,-122.447744012361,37.728224134986796
2003-03-07 00:15:00,ASSAULT,INFLICT INJURY ON COHABITEE,Friday,SOUTHERN,"ARREST, BOOKED",100 Block of 7TH ST,-122.410206085179,37.7785518573238
2003-03-07 00:01:00,ASSAULT,AGGRAVATED ASSAULT WITH A GUN,Friday,MISSION,NONE,1800 Block of HARRISON ST,-122.41343766158501,37.7683433180474
2003-03-07 00:01:00,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Friday,CENTRAL,NONE,500 Block of CHESTNUT ST,-122.412241726582,37.8039377199703
2003-03-07 00:01:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,MISSION,NONE,YORK ST / 20TH ST,-122.40890674063401,37.7592476644639
2003-03-07 00:01:00,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Friday,MISSION,NONE,25TH ST / SHOTWELL ST,-122.41501468505501,37.7508363917485
2003-03-06 23:55:00,OTHER OFFENSES,TRAFFIC VIOLATION,Thursday,INGLESIDE,"ARREST, CITED",SUNNYDALE AV / RUTLAND ST,-122.40864088513901,37.709845717673396
2003-03-06 23:40:00,OTHER OFFENSES,TRAFFIC VIOLATION,Thursday,TENDERLOIN,"ARREST, CITED",MCALLISTER ST / HYDE ST,-122.415317966999,37.7807179285769
2003-03-06 23:40:00,ASSAULT,INFLICT INJURY ON COHABITEE,Thursday,PARK,NONE,600 Block of STANYAN ST,-122.453563238036,37.7696403896003
2003-03-06 23:40:00,SECONDARY CODES,DOMESTIC VIOLENCE,Thursday,PARK,NONE,600 Block of STANYAN ST,-122.453563238036,37.7696403896003
2003-03-06 23:40:00,DRUG/NARCOTIC,POSSESSION OF HEROIN,Thursday,SOUTHERN,"ARREST, BOOKED",MINNA ST / SHAW AL,-122.398023280021,37.7885570916539
2003-03-06 23:36:00,DRUNKENNESS,UNDER INFLUENCE OF ALCOHOL IN A PUBLIC PLACE,Thursday,PARK,NONE,HAIGHT ST / DIVISADERO ST,-122.437048523408,37.771267818641796
2003-03-06 23:36:00,DRUG/NARCOTIC,UNDER INFLUENCE OF DRUGS IN A PUBLIC PLACE,Thursday,PARK,NONE,HAIGHT ST / DIVISADERO ST,-122.437048523408,37.771267818641796
2003-03-06 23:30:00,ASSAULT,AGGRAVATED ASSAULT WITH A DEADLY WEAPON,Thursday,NORTHERN,NONE,1300 Block of VAN NESS AV,-122.42173418986201,37.788296128454704
2003-03-06 23:30:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Thursday,INGLESIDE,NONE,300 Block of PIOCHE ST,-122.421882552913,37.728224419202704
2003-03-06 23:30:00,VEHICLE THEFT,"VEHICLE, RECOVERED, AUTO",Thursday,INGLESIDE,NONE,300 Block of PIOCHE ST,-122.421882552913,37.728224419202704
2003-03-06 23:30:00,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Thursday,SOUTHERN,NONE,7TH ST / MARKET ST,-122.41251534136299,37.7804777480279
2003-03-06 23:26:00,WARRANTS,WARRANT ARREST,Thursday,SOUTHERN,"ARREST, BOOKED",11TH ST / MARKET ST,-122.418698328946,37.7755894129822
2003-03-06 23:20:00,ROBBERY,"ROBBERY, ARMED WITH A GUN",Thursday,INGLESIDE,NONE,DELTA ST / ARLETA AV,-122.408894763885,37.714481182395396
2003-03-06 23:19:00,BURGLARY,"BURGLARY,RESIDENCE UNDER CONSTRT, ATT. FORCIBLE",Thursday,INGLESIDE,"ARREST, BOOKED",1400 Block of SANCHEZ ST,-122.429085747587,37.74636565373221
2003-03-06 23:19:00,BURGLARY,"BURGLARY,FLAT UNDER CONSTRUCTION, ATT. FORCIBLE",Thursday,INGLESIDE,"ARREST, BOOKED",1400 Block of SANCHEZ ST,-122.429085747587,37.74636565373221
2003-03-06 23:18:00,ASSAULT,INFLICT INJURY ON COHABITEE,Thursday,TARAVAL,NONE,1400 Block of 20TH AV,-122.478067213175,37.7606979828387
2003-03-06 23:10:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Thursday,SOUTHERN,NONE,1400 Block of HOWARD ST,-122.414927187814,37.773523978923
2003-03-06 23:06:00,OTHER OFFENSES,PROBATION VIOLATION,Thursday,SOUTHERN,"ARREST, BOOKED",900 Block of MARKET ST,-122.40970842372101,37.78282764988379
2003-03-06 23:06:00,OTHER OFFENSES,RESISTING ARREST,Thursday,SOUTHERN,"ARREST, BOOKED",900 Block of MARKET ST,-122.40970842372101,37.78282764988379
2003-03-06 23:06:00,DRUG/NARCOTIC,POSSESSION OF MARIJUANA,Thursday,SOUTHERN,"ARREST, BOOKED",900 Block of MARKET ST,-122.40970842372101,37.78282764988379
2003-03-06 23:00:00,OTHER OFFENSES,LOST/STOLEN LICENSE PLATE,Thursday,MISSION,NONE,700 Block of CHURCH ST,-122.42823159163,37.759269003654786
2003-03-06 23:00:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Thursday,NORTHERN,NONE,2700 Block of VAN NESS AV,-122.424621297176,37.8008471623182
2003-03-06 23:00:00,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Thursday,SOUTHERN,NONE,FOLSOM ST / 9TH ST,-122.411612378042,37.7737679567282
2003-03-06 23:00:00,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Thursday,TARAVAL,NONE,HIGUERA AV / VIDAL DR,-122.48478021053002,37.71844893010879
2003-03-06 23:00:00,FRAUD,"CREDIT CARD, THEFT BY USE OF",Thursday,SOUTHERN,NONE,FOLSOM ST / 9TH ST,-122.411612378042,37.7737679567282
2003-03-06 22:55:00,OTHER OFFENSES,TRAFFIC VIOLATION,Thursday,NORTHERN,"ARREST, CITED",POLK ST / EDDY ST,-122.419183096369,37.7830998244363
2003-03-06 22:45:00,LARCENY/THEFT,PETTY THEFT FROM A BUILDING,Thursday,SOUTHERN,NONE,100 Block of 4TH ST,-122.4039407276,37.784300707234394
2003-03-06 22:30:00,NON-CRIMINAL,FOUND PROPERTY,Thursday,PARK,NONE,HAIGHT ST / CLAYTON ST,-122.44857848494,37.76979771688821
2003-03-06 22:30:00,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Thursday,RICHMOND,NONE,200 Block of 6TH AV,-122.464419096765,37.78386886939
2003-03-06 22:30:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Thursday,TARAVAL,NONE,2200 Block of CECILIA AV,-122.471963273611,37.745997581008
2003-03-06 22:30:00,LARCENY/THEFT,GRAND THEFT FROM A BUILDING,Thursday,MISSION,NONE,3100 Block of 22ND ST,-122.418208517373,37.755524488206
2003-03-06 22:29:00,DRUG/NARCOTIC,POSSESSION OF MARIJUANA,Thursday,NORTHERN,"ARREST, BOOKED",POLK ST / TURK ST,-122.41899637200599,37.7821689138062
2003-03-06 22:29:00,WARRANTS,WARRANT ARREST,Thursday,TENDERLOIN,"ARREST, BOOKED",ELLIS ST / JONES ST,-122.412784096509,37.7848656939297
2003-03-06 22:29:00,DRUG/NARCOTIC,TRANSPORTATION OF COCAINE,Thursday,NORTHERN,"ARREST, BOOKED",POLK ST / TURK ST,-122.41899637200599,37.7821689138062
2003-03-06 22:29:00,DRIVING UNDER THE INFLUENCE,DRIVING WHILE UNDER THE INFLUENCE OF DRUGS,Thursday,NORTHERN,"ARREST, BOOKED",POLK ST / TURK ST,-122.41899637200599,37.7821689138062
2003-03-06 22:21:00,BURGLARY,"BURGLARY, HOT PROWL, UNLAWFUL ENTRY",Thursday,SOUTHERN,"ARREST, BOOKED",600 Block of HOWARD ST,-122.39998852115,37.78548734122921
2003-03-06 22:20:00,OTHER OFFENSES,RESISTING ARREST,Thursday,TARAVAL,"ARREST, BOOKED",20TH AV / IRVING ST,-122.478191939921,37.763513882745286
2003-03-06 22:15:00,STOLEN PROPERTY,RECEIVING STOLEN PROPERTY,Thursday,MISSION,"ARREST, BOOKED",3900 Block of 19TH ST,-122.43155558352301,37.759543861997706
2003-03-06 22:10:00,ROBBERY,"ROBBERY, ARMED WITH A KNIFE",Thursday,MISSION,NONE,NOE ST / CESAR CHAVEZ ST,-122.431476739556,37.7474334794224
2003-03-06 22:00:00,SEX OFFENSES FORCIBLE,"FORCIBLE RAPE, BODILY FORCE",Thursday,BAYVIEW,DISTRICT ATTORNEY REFUSES TO PROSECUTE,19TH ST / VERMONT ST,-122.40413806116699,37.7608328585646
2003-03-06 22:00:00,NON-CRIMINAL,LOST PROPERTY,Thursday,CENTRAL,NONE,200 Block of GEARY ST,-122.407434989523,37.787515874162295
2003-03-06 22:00:00,NON-CRIMINAL,LOST PROPERTY,Thursday,SOUTHERN,NONE,800 Block of BRYANT ST,-122.40340479147899,37.775420706711
2003-03-06 22:00:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Thursday,BAYVIEW,NONE,0 Block of JENNINGS ST,-122.39707262852801,37.7173248661541
2003-03-06 22:00:00,LARCENY/THEFT,PETTY THEFT FROM A BUILDING,Thursday,CENTRAL,NONE,200 Block of COLUMBUS AV,-122.40583874581002,37.7973631784416
2003-03-06 22:00:00,NON-CRIMINAL,LOST PROPERTY,Thursday,CENTRAL,NONE,2800 Block of TAYLOR ST,-122.415923448242,37.8085905137102
2003-03-06 21:52:00,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Thursday,NORTHERN,PSYCHOPATHIC CASE,POLK ST / GROVE ST,-122.41822989972799,37.7784895366584
2003-03-06 21:50:00,NON-CRIMINAL,LOST PROPERTY,Thursday,CENTRAL,NONE,CALIFORNIA ST / HYDE ST,-122.417392830341,37.7909741243362
2003-03-06 21:48:00,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Thursday,TENDERLOIN,"ARREST, BOOKED",HYDE ST / EDDY ST,-122.415885065795,37.7835160563924
2003-03-06 21:48:00,DRUG/NARCOTIC,POSSESSION OF BASE/ROCK COCAINE,Thursday,TENDERLOIN,"ARREST, BOOKED",HYDE ST / EDDY ST,-122.415885065795,37.7835160563924
2003-03-06 21:48:00,STOLEN PROPERTY,RECEIVING STOLEN PROPERTY,Thursday,MISSION,"ARREST, BOOKED",4600 Block of 19TH ST,-122.441622473888,37.7590284930655
2003-03-06 21:46:00,VANDALISM,"MALICIOUS MISCHIEF, GRAFFITI",Thursday,MISSION,"ARREST, BOOKED",20TH ST / SAN CARLOS ST,-122.419843759494,37.7585838119428
2003-03-06 21:46:00,SECONDARY CODES,GANG ACTIVITY,Thursday,MISSION,"ARREST, BOOKED",20TH ST / SAN CARLOS ST,-122.419843759494,37.7585838119428
2003-03-06 21:46:00,OTHER OFFENSES,CONSPIRACY,Thursday,MISSION,"ARREST, BOOKED",20TH ST / SAN CARLOS ST,-122.419843759494,37.7585838119428
2003-03-06 21:45:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Thursday,INGLESIDE,NONE,ALEMANY BL / GENEVA AV,-122.44232661419201,37.7178353145896
2003-03-06 21:45:00,VEHICLE THEFT,"VEHICLE, RECOVERED, AUTO",Thursday,INGLESIDE,NONE,ALEMANY BL / GENEVA AV,-122.44232661419201,37.7178353145896
2003-03-06 21:40:00,OTHER OFFENSES,VIOLATION OF MUNICIPAL POLICE CODE,Thursday,SOUTHERN,"ARREST, CITED",0 Block of OAK GROVE ST,-122.40212150795601,37.77756179156
2003-03-06 21:36:00,ASSAULT,THREATS AGAINST LIFE,Thursday,BAYVIEW,NONE,1400 Block of KIRKWOOD CT,-122.387742655252,37.7370190941171
2003-03-06 21:31:00,OTHER OFFENSES,MISCELLANEOUS INVESTIGATION,Thursday,MISSION,"ARREST, CITED",2100 Block of MISSION ST,-122.419424383763,37.7632323869521
2003-03-06 21:31:00,OTHER OFFENSES,TRAFFIC VIOLATION,Thursday,MISSION,"ARREST, CITED",2100 Block of MISSION ST,-122.419424383763,37.7632323869521
2003-03-06 21:30:00,LARCENY/THEFT,GRAND THEFT FROM UNLOCKED AUTO,Thursday,BAYVIEW,NONE,3RD ST / QUESADA AV,-122.391245623062,37.733225203311896
2003-03-06 21:30:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Thursday,NORTHERN,NONE,NORTH POINT ST / LAGUNA ST,-122.43187800051099,37.804244253753204
2003-03-06 21:20:00,ROBBERY,ROBBERY ON THE STREET WITH A GUN,Thursday,RICHMOND,NONE,500 Block of 5TH AV,-122.462938098386,37.7781960457092
2003-03-06 21:15:00,LARCENY/THEFT,GRAND THEFT FROM A BUILDING,Thursday,TARAVAL,NONE,2100 Block of 19TH AV,-122.476097814428,37.7476907406554
2003-03-06 21:12:00,OTHER OFFENSES,VIOLATION OF MUNICIPAL POLICE CODE,Thursday,SOUTHERN,"ARREST, CITED",1100 Block of MISSION ST,-122.41162615229901,37.77858957403121
2003-03-06 21:12:00,DISORDERLY CONDUCT,MAINTAINING A PUBLIC NUISANCE AFTER NOTIFICATION,Thursday,SOUTHERN,"ARREST, CITED",1100 Block of MISSION ST,-122.41162615229901,37.77858957403121
2003-03-06 21:10:00,MISSING PERSON,FOUND PERSON,Thursday,TARAVAL,NONE,1800 Block of 15TH AV,-122.472130727218,37.75339071679321
2003-03-06 21:00:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Thursday,NORTHERN,NONE,1400 Block of FRANCISCO ST,-122.429037775106,37.8026307770614
2003-03-06 21:00:00,BURGLARY,"BURGLARY OF STORE, FORCIBLE ENTRY",Thursday,TARAVAL,NONE,100 Block of WEST PORTAL AV,-122.46811749981501,37.7389000144845
2003-03-06 21:00:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Thursday,NORTHERN,NONE,2400 Block of LAGUNA ST,-122.429784660238,37.793537537058704
2003-03-06 21:00:00,ASSAULT,INFLICT INJURY ON COHABITEE,Thursday,TARAVAL,NONE,2500 Block of OCEAN AV,-122.47265788059201,37.7314897634742
2003-03-06 21:00:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Thursday,NORTHERN,NONE,OCTAVIA ST / LILY ST,-122.424144299163,37.7743414500505
2003-03-06 21:00:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Thursday,CENTRAL,NONE,500 Block of SUTTER ST,-122.40942360467501,37.7890647342848
2003-03-06 21:00:00,BURGLARY,"BURGLARY OF RESIDENCE, UNLAWFUL ENTRY",Thursday,NORTHERN,NONE,1400 Block of FRANCISCO ST,-122.429037775106,37.8026307770614
2003-03-06 21:00:00,VEHICLE THEFT,"VEHICLE, RECOVERED, AUTO",Thursday,NORTHERN,NONE,1400 Block of FRANCISCO ST,-122.429037775106,37.8026307770614
2003-03-06 21:00:00,NON-CRIMINAL,LOST PROPERTY,Thursday,SOUTHERN,NONE,7TH ST / MARKET ST,-122.41251534136299,37.7804777480279
2003-03-06 21:00:00,VEHICLE THEFT,"VEHICLE, RECOVERED, AUTO",Thursday,CENTRAL,NONE,500 Block of SUTTER ST,-122.40942360467501,37.7890647342848
2003-03-06 21:00:00,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Thursday,NORTHERN,NONE,1900 Block of LOMBARD ST,-122.43357543980801,37.8000374496753
2003-03-06 20:51:00,OTHER OFFENSES,VIOLATION OF MUNICIPAL POLICE CODE,Thursday,SOUTHERN,NONE,200 Block of BEALE ST,-122.39343555046301,37.789333290534394
2003-03-06 20:50:00,PROSTITUTION,SOLICITS TO VISIT HOUSE OF PROSTITUTION,Thursday,MISSION,"ARREST, BOOKED",22ND ST / SHOTWELL ST,-122.41547393152099,37.7556332979368
2003-03-06 20:45:00,MISSING PERSON,MISSING ADULT,Thursday,BAYVIEW,LOCATED,BAY SHORE BL / OAKDALE AV,-122.40524246712299,37.7430506903432
2003-03-06 20:39:00,OTHER OFFENSES,VIOLATION OF MUNICIPAL POLICE CODE,Thursday,SOUTHERN,"ARREST, CITED",100 Block of BEALE ST,-122.39498100052099,37.7905664891361
2003-03-06 20:33:00,OTHER OFFENSES,VIOLATION OF MUNICIPAL POLICE CODE,Thursday,SOUTHERN,"ARREST, CITED",100 Block of BEALE ST,-122.39498100052099,37.7905664891361
2003-03-06 20:30:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Thursday,INGLESIDE,NONE,DOLORES ST / 27TH ST,-122.424689412914,37.74703360200871
2003-03-06 20:30:00,VEHICLE THEFT,"VEHICLE, RECOVERED, AUTO",Thursday,INGLESIDE,NONE,DOLORES ST / 27TH ST,-122.424689412914,37.74703360200871
2003-03-06 20:30:00,VEHICLE THEFT,STOLEN TRUCK,Thursday,BAYVIEW,NONE,400 Block of WOOLSEY ST,-122.406094182137,37.7243768818144
2003-03-06 20:30:00,LARCENY/THEFT,GRAND THEFT FROM A BUILDING,Thursday,CENTRAL,NONE,600 Block of GRANT AV,-122.406103945961,37.7929152772297
2003-03-06 20:30:00,WARRANTS,ENROUTE TO PROBATION OFFICER,Thursday,INGLESIDE,"ARREST, BOOKED",100 Block of BLYTHDALE AV,-122.420529801066,37.7110023300609
2003-03-06 20:30:00,VEHICLE THEFT,"VEHICLE, RECOVERED, OTHER VEHICLE",Thursday,BAYVIEW,NONE,400 Block of WOOLSEY ST,-122.406094182137,37.7243768818144
2003-03-06 20:29:00,OTHER OFFENSES,VIOLATION OF MUNICIPAL POLICE CODE,Thursday,SOUTHERN,"ARREST, CITED",100 Block of BEALE ST,-122.39498100052099,37.7905664891361
2003-03-06 20:26:00,OTHER OFFENSES,VIOLATION OF MUNICIPAL POLICE CODE,Thursday,SOUTHERN,"ARREST, CITED",100 Block of BEALE ST,-122.39498100052099,37.7905664891361
2003-03-06 20:13:00,LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Thursday,TARAVAL,NONE,1500 Block of SLOAT BL,-122.489713969124,37.7339497680852
2003-03-06 20:00:00,BURGLARY,"BURGLARY OF STORE, FORCIBLE ENTRY",Thursday,RICHMOND,NONE,5700 Block of GEARY BL,-122.480981350673,37.7801341491607
2003-03-06 20:00:00,VEHICLE THEFT,"VEHICLE, RECOVERED, AUTO",Thursday,BAYVIEW,NONE,19TH ST / INDIANA ST,-122.39153886472201,37.761596099464604
2003-03-06 20:00:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Thursday,RICHMOND,NONE,700 Block of 21ST AV,-122.48004008088002,37.773677899914
2003-03-06 20:00:00,BURGLARY,"BURGLARY OF APARTMENT HOUSE, UNLAWFUL ENTRY",Thursday,RICHMOND,NONE,800 Block of ARGUELLO BL,-122.45847130696801,37.7747572142287
2003-03-06 20:00:00,LARCENY/THEFT,GRAND THEFT FROM A BUILDING,Thursday,CENTRAL,NONE,500 Block of NORTH POINT ST,-122.416280805077,37.8062946812333
2003-03-06 20:00:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Thursday,PARK,NONE,GEARY BL / SAINT JOSEPHS AV,-122.442795743615,37.782883395877796
2003-03-06 20:00:00,OTHER OFFENSES,LOST/STOLEN LICENSE PLATE,Thursday,BAYVIEW,NONE,1800 Block of KEITH ST,-122.389198596898,37.7296930728174
2003-03-06 20:00:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Thursday,PARK,NONE,1700 Block of WALLER ST,-122.45251820177099,37.76828167183
2003-03-06 20:00:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Thursday,BAYVIEW,NONE,19TH ST / INDIANA ST,-122.39153886472201,37.761596099464604
2003-03-06 20:00:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Thursday,MISSION,"ARREST, BOOKED",23RD ST / BARTLETT ST,-122.419705544814,37.75377070371261
2003-03-06 20:00:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Thursday,NORTHERN,NONE,HAYES ST / MARKET ST,-122.416293820942,37.7774936777121
2003-03-06 20:00:00,VEHICLE THEFT,"VEHICLE, RECOVERED, AUTO",Thursday,MISSION,"ARREST, BOOKED",23RD ST / BARTLETT ST,-122.419705544814,37.75377070371261
2003-03-06 19:48:00,ASSAULT,INFLICT INJURY ON COHABITEE,Thursday,INGLESIDE,"ARREST, BOOKED",600 Block of BRUNSWICK ST,-122.44607687688499,37.7095574077548
2003-03-06 19:45:00,OTHER OFFENSES,VIOLATION OF RESTRAINING ORDER,Thursday,BAYVIEW,NONE,100 Block of MIDDLE POINT RD,-122.37948693700599,37.7348550480451
2003-03-06 19:45:00,ASSAULT,BATTERY,Thursday,BAYVIEW,NONE,100 Block of MIDDLE POINT RD,-122.37948693700599,37.7348550480451
2003-03-06 19:45:00,STOLEN PROPERTY,RECEIVING STOLEN PROPERTY,Thursday,NORTHERN,"ARREST, BOOKED",2100 Block of FILLMORE ST,-122.434003515569,37.7893718853177
2003-03-06 19:45:00,DRUG/NARCOTIC,SALE OF BASE/ROCK COCAINE,Thursday,MISSION,"ARREST, BOOKED",MISSION ST / SYCAMORE ST,-122.419445310678,37.76271343275221
2003-03-06 19:44:00,OTHER OFFENSES,RESISTING ARREST,Thursday,CENTRAL,NONE,500 Block of POST ST,-122.410882825551,37.787920937553295
2003-03-06 19:44:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Thursday,CENTRAL,NONE,500 Block of POST ST,-122.410882825551,37.787920937553295
2003-03-06 19:35:00,OTHER OFFENSES,VIOLATION OF MUNICIPAL POLICE CODE,Thursday,MISSION,"ARREST, CITED",0 Block of DUBOCE AV,-122.42083874134799,37.7701200909336
2003-03-06 19:33:00,OTHER OFFENSES,VIOLATION OF MUNICIPAL POLICE CODE,Thursday,MISSION,"ARREST, CITED",0 Block of DUBOCE AV,-122.42083874134799,37.7701200909336
2003-03-06 19:30:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Thursday,NORTHERN,NONE,HAIGHT ST / LAGUNA ST,-122.425514575403,37.7727341031138
2003-03-06 19:30:00,LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Thursday,SOUTHERN,JUVENILE BOOKED,800 Block of MARKET ST,-122.40669059226101,37.7852071918419
2003-03-06 19:30:00,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Thursday,CENTRAL,NONE,2100 Block of STOCKTON ST,-122.410150652629,37.80558052713121
2003-03-06 19:30:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Thursday,NORTHERN,NONE,9TH ST / MARKET ST,-122.416293820942,37.7774936777121
2003-03-06 19:15:00,PROSTITUTION,ENGAGING IN LEWD CONDUCT - PROSTITUTION RELATED,Thursday,SOUTHERN,"ARREST, CITED",200 Block of 2ND ST,-122.397911707968,37.78658161886511
